# <seq_name> <frame.png> <n_obj> <n_qualified> <rmin> <rmax> <lidar_noise_std_m>
# {"root": "E:/data_collect", "max_range": 20.0, "min_inside": 8, "min_z": 0.5, "lidar_offset": 6, "mode": "any", "modalities": ["rgb", "ir", "lidar"], "train_ratio": 0.8, "seed": 0}
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.6475.png 3 1 12.58 12.58 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.7142.png 3 1 11.17 11.17 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.7809.png 3 1 9.78 9.78 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.8476.png 3 1 8.54 8.54 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.9143.png 3 1 7.48 7.48 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 73.9810.png 3 1 6.59 6.59 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.0477.png 3 1 5.86 5.86 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.1144.png 3 1 5.28 5.28 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.1811.png 3 1 4.83 4.83 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.2478.png 3 1 4.51 4.51 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.3145.png 3 1 4.30 4.30 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.3812.png 3 1 4.19 4.19 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.4479.png 3 1 4.18 4.18 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.5146.png 3 1 4.25 4.25 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.5813.png 3 1 4.41 4.41 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.6480.png 3 1 4.64 4.64 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.7147.png 3 1 4.95 4.95 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.7814.png 3 1 5.33 5.33 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.8481.png 3 1 5.78 5.78 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.9148.png 3 1 6.29 6.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 74.9815.png 3 1 6.86 6.86 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.0482.png 3 1 7.49 7.49 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.1149.png 3 1 8.17 8.17 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.1816.png 3 1 8.91 8.91 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.2483.png 3 1 9.69 9.69 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.3150.png 3 1 10.51 10.51 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.3817.png 3 1 11.37 11.37 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.4484.png 3 1 12.28 12.28 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.5151.png 3 1 13.22 13.22 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.5818.png 3 1 14.19 14.19 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.6485.png 3 1 15.20 15.20 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.7152.png 3 1 16.23 16.23 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.7819.png 3 1 17.29 17.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=drone-unk3 75.8486.png 3 1 18.38 18.38 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.2083.png 3 1 19.49 19.49 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.2750.png 3 1 18.04 18.04 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.3417.png 3 1 16.59 16.59 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.4084.png 3 1 15.15 15.15 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.4751.png 3 1 13.70 13.70 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.5418.png 3 1 12.26 12.26 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.6085.png 3 1 10.82 10.82 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.6752.png 3 1 9.39 9.39 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.7419.png 3 1 7.96 7.96 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 57.8086.png 3 1 6.54 6.54 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.1446.png 3 1 19.65 19.65 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.2113.png 3 1 19.29 19.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.2780.png 3 1 18.99 18.99 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.3447.png 3 1 18.75 18.75 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.4114.png 3 1 18.58 18.58 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.4781.png 3 1 18.48 18.48 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.5448.png 3 1 18.47 18.47 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.6115.png 3 1 18.53 18.53 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.6782.png 3 1 18.69 18.69 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.7449.png 3 1 18.93 18.93 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.8116.png 3 1 19.26 19.26 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 63.8783.png 3 1 19.67 19.67 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.0784.png 3 1 19.43 19.43 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.1451.png 3 1 18.06 18.06 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.2118.png 3 1 16.72 16.72 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.2785.png 3 1 15.39 15.39 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.3452.png 3 1 14.08 14.08 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.4119.png 3 1 12.81 12.81 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.4786.png 3 1 11.58 11.58 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 64.5453.png 3 1 10.41 10.41 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 65.6792.png 3 1 2.90 2.90 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 65.7459.png 3 1 3.23 3.23 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 65.8126.png 3 1 3.70 3.70 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 65.8793.png 3 1 4.29 4.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 65.9460.png 3 1 4.97 4.97 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.0127.png 3 1 5.72 5.72 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.0794.png 3 1 6.53 6.53 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.1461.png 3 1 7.39 7.39 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.2128.png 3 1 8.29 8.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.2795.png 3 1 9.23 9.23 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.3462.png 3 1 10.20 10.20 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.4129.png 3 1 11.21 11.21 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.4796.png 3 1 12.23 12.23 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.5463.png 3 1 13.29 13.29 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.6130.png 3 1 14.36 14.36 2.5
Town01_Opt/carla_data/00003/rain_night/matrix-300-RTK=Matrice-600-Pro=m210-rtk 66.6797.png 3 1 15.45 15.45 2.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.3351.png 3 2 16.84 18.44 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.4018.png 3 2 17.06 18.15 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.4685.png 3 2 17.35 17.89 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.5352.png 3 2 17.67 17.68 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.6019.png 3 2 17.49 18.02 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.6686.png 3 2 17.36 18.35 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.7353.png 3 2 17.26 18.66 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.8020.png 3 2 17.21 18.92 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.8687.png 3 2 17.20 19.13 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 9.9354.png 3 2 17.24 19.29 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.0021.png 3 2 17.33 19.37 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.0688.png 3 2 17.46 19.39 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.1355.png 3 2 17.64 19.32 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.2022.png 3 2 17.86 19.32 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.2689.png 3 2 18.10 19.36 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.3356.png 3 3 18.36 19.86 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.4023.png 3 3 18.63 19.68 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.4690.png 3 3 18.91 19.79 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.5357.png 3 2 19.20 19.34 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.6024.png 3 2 19.22 19.50 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.6691.png 3 2 19.17 19.82 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.7358.png 3 1 19.20 19.20 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.8025.png 3 1 19.33 19.33 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.8692.png 3 1 19.58 19.58 4.5
Town01_Opt/carla_data/00003/snow_day/DJI-avata2=DJI-mavic-mini=DJI-phantom4 10.9359.png 3 1 19.94 19.94 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 9.8750.png 3 2 16.12 18.32 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 9.9417.png 3 2 15.92 18.60 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.0084.png 3 2 15.77 18.91 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.0751.png 3 2 15.65 19.21 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.1418.png 3 2 15.57 19.56 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.2085.png 3 2 15.54 19.91 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.2752.png 3 1 15.54 15.54 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.3419.png 3 1 15.58 15.58 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.4086.png 3 1 15.67 15.67 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.4753.png 3 1 15.80 15.80 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.5420.png 3 1 15.98 15.98 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.6087.png 3 1 16.20 16.20 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.6754.png 3 1 16.48 16.48 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.7421.png 3 1 16.80 16.80 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.8088.png 3 1 17.18 17.18 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.8755.png 3 1 17.60 17.60 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 10.9422.png 3 1 18.07 18.07 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 11.0089.png 3 1 18.53 18.53 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 11.0756.png 3 1 18.97 18.97 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 11.1423.png 3 1 19.38 19.38 4.5
Town01_Opt/carla_data/00003/snow_day/drone-unk3=DJI-mavic-mini=DJI-phantom4 11.2090.png 3 1 19.75 19.75 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.2690.png 3 1 20.00 20.00 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.3357.png 3 2 19.66 19.97 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.4024.png 3 2 18.45 19.29 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.4691.png 3 2 16.91 18.89 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.5358.png 3 2 15.35 18.49 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.6025.png 3 2 13.77 18.10 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.6692.png 3 2 12.19 17.75 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.7359.png 3 2 10.63 17.46 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.8026.png 3 2 9.13 17.24 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.8693.png 3 2 7.76 17.12 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 56.9360.png 3 2 6.61 17.09 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.0027.png 3 2 5.68 17.16 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.0694.png 3 2 4.99 17.30 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.1361.png 3 2 4.55 17.51 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.2028.png 3 2 4.33 17.76 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.2695.png 3 2 4.29 18.04 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.3362.png 3 2 4.39 18.32 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.4029.png 3 2 4.58 18.66 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.4696.png 3 2 4.84 19.03 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.5363.png 3 2 5.16 19.44 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.6030.png 3 2 5.51 19.86 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.6697.png 3 1 5.91 5.91 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.7364.png 3 1 6.36 6.36 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.8031.png 3 1 6.86 6.86 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.8698.png 3 1 7.40 7.40 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 57.9365.png 3 1 8.00 8.00 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.0032.png 3 1 8.65 8.65 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.0699.png 3 1 9.35 9.35 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.1366.png 3 1 10.07 10.07 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.2033.png 3 1 10.77 10.77 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.2700.png 3 1 11.52 11.52 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.3367.png 3 1 12.25 12.25 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.4034.png 3 1 12.93 12.93 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.4701.png 3 2 13.53 19.24 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.5368.png 3 2 14.05 18.47 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.6035.png 3 2 14.47 17.69 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.6702.png 3 2 14.79 16.90 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.7369.png 3 2 15.02 16.12 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.8036.png 3 2 15.15 15.33 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.8703.png 3 2 14.54 15.19 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 58.9370.png 3 2 13.76 15.14 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.0037.png 3 2 12.97 14.99 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.0704.png 3 2 12.19 14.76 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.1371.png 3 2 11.42 14.45 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.2038.png 3 2 10.66 14.05 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.2705.png 3 2 9.92 13.58 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.3372.png 3 2 9.30 13.06 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.4039.png 3 2 8.78 12.53 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.4706.png 3 2 8.37 12.02 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.5373.png 3 2 8.05 11.58 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.6040.png 3 2 7.82 11.22 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.6707.png 3 2 7.67 10.96 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.7374.png 3 2 7.59 10.81 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.8041.png 3 2 7.58 10.79 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.8708.png 3 2 7.62 10.89 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 59.9375.png 3 2 7.70 11.12 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.0042.png 3 2 7.83 11.46 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.0709.png 3 2 7.99 11.89 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.1376.png 3 2 8.19 12.34 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.2043.png 3 2 8.41 12.79 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.2710.png 3 2 8.66 13.24 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.3377.png 3 2 8.93 13.70 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.4044.png 3 2 9.23 14.17 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.4711.png 3 2 9.54 14.64 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.5378.png 3 2 9.88 15.12 4.5
Town01_Opt/carla_data/00003/snow_night/DJI-avata2=DJI-mavic-mini=DJI-phantom4 60.6045.png 3 2 10.23 15.58 4.5
